,מס' לקוח,שם לקוח,מק'ט,תאור מוצר,תאור משפחה,שם ספק מועדף,מחיר ליחידה,הנחה (%),הנחה כללית (%),שם סוכן,עמלת סוכן (%),חשבונית,עלות (שח),עלות יצוא (שח),עלויות נוספות(שח),סה'כ עלויות (שח),סהכ חייב בעמלה שח,סכום בהזמנה (שח),כמות ביח' מפעל,כמות בהזמנה,יתרה בהזמנה,כמות בהזמנה-יח' מפעל,סכום כולל מע'מ מ.חש',% רווח ביחס למחיר,% רווח ביחס לעלות,רווח (שח),סכום (שח),כמות,כמות (ללא סיכום),% רווח לעלות + סיכום,% רווח למחיר + סיכום,סה'כ עמלת סוכן שח,תאריך,ת.אספקה בהזמנה
2850,200027,אריאל חלפים,59260541GSP,בולם קד סיריון 06+,בולמים,GSP,182.0,50.0,0.0,רם,3.0,IN244008216,255.0,0.0,0.0,255.0,364.1,364.1,4,4,0,4,426.0,26.96,38.5,98.17,364.1,4,4,38.5,26.96,10.92,2024-03-14,14/03/2024
2851,200027,אריאל חלפים,61372113YAS,הגה כח לנדקרוזר 03-09,הגה כוח,YAS,725.0,0.0,0.0,עזרא תמיר,3.0,IN244016927,298.72,0.0,0.0,298.72,724.91,724.79,1,1,0,1,854.0,55.79,135.39,404.44,724.91,1,1,135.39,55.79,21.74,2024-10-06,10/06/2024
2852,200027,אריאל חלפים,61372113YAS,הגה כח לנדקרוזר 03-09,הגה כוח,YAS,1450.0,50.0,0.0,עזרא תמיר,3.0,IN244017195,298.72,0.0,0.0,298.72,724.91,724.79,1,1,0,1,854.0,55.79,135.39,404.44,724.91,1,1,135.39,55.79,21.74,2024-06-16,15/06/2024
2853,200027,אריאל חלפים,63580120DOLZ,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,משאבות מים,DOLZ,1690.0,50.0,0.0,רם,3.0,IN244014966,400.02,0.0,0.0,400.02,845.3,845.3,1,1,0,1,989.0,49.67,104.97,419.92,845.3,1,1,104.97,49.67,25.35,2024-05-21,21/05/2024
2854,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,498.5,0.0,0.0,עזרא תמיר,3.0,IN244017309,598.18,0.0,0.0,598.18,996.71,996.58,2,2,0,2,1172.0,36.98,61.62,368.62,996.71,2,2,61.62,36.98,29.9,2024-06-17,17/06/2024
2855,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,997.0,50.0,0.0,עזרא תמיר,3.0,IN244023872,299.09,0.0,0.0,299.09,498.29,0.0,1,0,0,0,583.0,36.97,61.6,184.25,498.29,1,1,61.6,36.97,14.94,2024-09-19,
2856,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,997.0,50.0,0.0,רם,3.0,IN244013694,299.09,0.0,0.0,299.09,498.29,498.29,1,1,0,1,583.0,36.97,61.6,184.25,498.29,1,1,61.6,36.97,14.94,2024-08-05,08/05/2024
2857,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,997.0,50.0,0.0,רם,3.0,IN244014047,598.18,0.0,0.0,598.18,996.58,996.58,2,2,0,2,1166.0,36.97,61.6,368.5,996.58,2,2,61.6,36.97,29.89,2024-12-05,12/05/2024
2858,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,997.0,55.0,0.0,עזרא תמיר,3.0,IK24001680,-1495.45,0.0,0.0,-1495.45,-2243.59,0.0,-5,0,0,0,-2625.0,30.34,45.52,-680.83,-2243.59,-5,-5,45.52,30.34,-67.3,2024-09-19,
2859,200027,אריאל חלפים,68490304GSP,הגה מכני אאוטלנדר 13+,הגה מכני,GSP,997.0,55.0,0.0,עזרא תמיר,3.0,IN244022092,1495.45,0.0,0.0,1495.45,2243.59,2243.59,5,5,0,5,2625.0,30.34,45.52,680.83,2243.59,5,5,45.52,30.34,67.3,2024-08-20,19/08/2024
2860,200027,אריאל חלפים,68941411YAS,הגה מכני מגאן 09-15/פלואנס,הגה מכני,YAS,313.0,0.0,0.0,עזרא תמיר,3.0,IN244017497,151.72,0.0,0.0,151.72,312.95,312.82,1,1,0,1,372.0,48.51,100.08,151.84,312.95,1,1,100.08,48.51,9.38,2024-06-20,20/06/2024
2861,200027,אריאל חלפים,71310530ER,משולש תח ימין אקורד 03-08,משולשים,TEKNOROT,403.0,50.0,0.0,רם,3.0,IN244016112,141.0,0.0,0.0,141.0,201.35,201.71,1,1,0,1,477.0,26.97,38.51,54.3,201.35,1,1,38.51,26.97,6.04,2024-02-06,02/06/2024
2862,200027,אריאל חלפים,71310531ER,משולש תח שמאל אקורד 03-08,משולשים,TEKNOROT,403.0,50.0,0.0,רם,3.0,IN244016112,141.0,0.0,0.0,141.0,201.34,201.71,1,1,0,1,477.0,26.96,38.51,54.29,201.34,1,1,38.51,26.96,6.04,2024-02-06,02/06/2024
2863,200027,אריאל חלפים,71941800ER,משולש תח ימין קליאו 05-12/טידה ב.ג 18,משולשים,TEKNOROT,160.0,50.0,0.0,רם,3.0,IN244010218,56.0,0.0,0.0,56.0,80.0,80.0,1,1,0,1,255.0,27.0,38.57,21.6,80.0,1,1,38.57,27.0,2.4,2024-01-04,01/04/2024
2864,200027,אריאל חלפים,71941801ER,משולש תח שמאל קליאו 05-12/טידה ב.ג 18,משולשים,TEKNOROT,160.0,50.0,0.0,רם,3.0,IN244010218,56.0,0.0,0.0,56.0,80.01,80.0,1,1,0,1,255.0,27.0,38.58,21.6,80.01,1,1,38.58,27.0,2.4,2024-01-04,01/04/2024
2865,200027,אריאל חלפים,71941804ER,משולש תח ימין קליאו 13-19,משולשים,TEKNOROT,190.0,50.0,0.0,רם,3.0,IN244016245,132.8,0.0,0.0,132.8,190.17,190.17,2,2,0,2,445.0,27.16,38.9,51.66,190.17,2,2,38.9,27.16,5.7,2024-03-06,03/06/2024
2866,200027,אריאל חלפים,71941805ER,משולש תח שמאל קליאו 13-19,משולשים,TEKNOROT,190.0,50.0,0.0,רם,3.0,IN244016245,132.8,0.0,0.0,132.8,190.17,190.17,2,2,0,2,445.0,27.16,38.9,51.66,190.17,2,2,38.9,27.16,5.7,2024-03-06,03/06/2024
2867,200027,אריאל חלפים,72963308ER,מייצב קד קרוז 09+/אסטרה 11+/אינסיגניה 11+/זפירה 12+,מוטות מייצב,TEKNOROT,40.0,50.0,0.0,עזרא תמיר,3.0,IN244017771,28.0,0.0,0.0,28.0,39.89,40.17,2,2,0,2,70.0,26.8,38.19,10.69,39.89,2,2,38.19,26.8,1.19,2024-06-24,23/06/2024
2868,200027,אריאל חלפים,73550438ER,ק.ה ימין ג'וק 11+/סנטרה עד 19,קצוות הגה,TEKNOROT,27.0,0.0,0.0,עזרא תמיר,3.0,IN244017428,38.0,0.0,0.0,38.0,54.08,53.84,2,2,0,2,150.0,26.73,38.04,14.45,54.08,2,2,38.04,26.73,1.62,2024-06-19,19/06/2024
2869,200027,אריאל חלפים,73550439ER,ק.ה שמאל ג'וק 11+/סנטרה עד 19,קצוות הגה,TEKNOROT,27.0,0.0,0.0,עזרא תמיר,3.0,IN244017428,38.0,0.0,0.0,38.0,54.09,53.84,2,2,0,2,150.0,26.74,38.07,14.46,54.09,2,2,38.07,26.74,1.62,2024-06-19,19/06/2024
2870,200027,אריאל חלפים,73901793BAW,ק.ה שמאל קרניבל עד 06,קצוות הגה,BAW,57.94,50.0,0.0,רם,3.0,IN244010218,17.04,0.0,0.0,17.04,28.97,28.97,1,1,0,1,255.0,38.18,64.91,11.06,28.97,1,1,64.91,38.18,0.86,2024-01-04,01/04/2024
2871,200027,אריאל חלפים,73901795BAW,ק.ה ימין קרניבל עד 06,קצוות הגה,BAW,57.94,50.0,0.0,רם,3.0,IN244010218,17.04,0.0,0.0,17.04,28.97,28.97,1,1,0,1,255.0,38.18,64.91,11.06,28.97,1,1,64.91,38.18,0.86,2024-01-04,01/04/2024
2872,200027,אריאל חלפים,74371087BAW,ב.ג על לנדקרוזר 03+,תפוחי פרונט,BAW,50.0,50.0,0.0,רם,3.0,IN244013510,31.75,0.0,0.0,31.75,49.97,49.97,2,2,0,2,542.0,33.46,52.66,16.72,49.97,2,2,52.66,33.46,1.49,2024-07-05,07/05/2024
2873,200027,אריאל חלפים,74450404ER,ב.ג תח 4X4 BT50/B2500,תפוחי פרונט,TEKNOROT,75.0,50.0,0.0,רם,3.0,IN244016103,41.62,0.0,0.0,41.62,74.95,74.94,2,2,0,2,577.0,41.46,74.67,31.08,74.95,2,2,74.67,41.46,2.24,2024-02-06,02/06/2024
2874,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244016927,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,854.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-10-06,
2875,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244017195,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,854.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-06-16,
2876,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244017309,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,1172.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-06-17,
2877,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244017497,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,372.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-06-20,
2878,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244021042,5.0,0.0,0.0,5.0,4.99,0.0,1,0,0,0,232.0,-3.2,-3.19,-0.15,4.99,1,1,-3.19,-3.2,0.14,2024-04-08,
2879,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244021953,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,1038.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-08-18,
2880,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244022088,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,688.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-08-20,
2881,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244024312,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,398.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-09-26,
2882,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,עזרא תמיר,3.0,IN244025145,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,104.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-10-14,
2883,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244006738,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,727.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-02-29,
2884,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244012971,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,2065.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-02-05,
2885,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244014628,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,314.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-05-19,
2886,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244014767,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,2299.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-05-20,
2887,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244014988,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,881.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-05-21,
2888,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244016103,5.0,0.0,0.0,5.0,5.0,4.99,1,1,0,1,577.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-02-06,02/06/2024
2889,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,5.0,0.0,0.0,רם,3.0,IN244016112,5.0,0.0,0.0,5.0,5.0,0.0,1,0,0,0,477.0,-3.0,-3.0,-0.15,5.0,1,1,-3.0,-3.0,0.15,2024-02-06,
2890,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,20.0,0.0,0.0,עזרא תמיר,3.0,IN244017428,5.0,0.0,0.0,5.0,20.03,0.0,1,0,0,0,150.0,72.03,288.58,14.42,20.03,1,1,288.58,72.03,0.6,2024-06-19,
2891,200027,אריאל חלפים,99760066,דמי משלוח חבילה,קניות שונות,ספקים שונים,20.0,0.0,0.0,עזרא תמיר,3.0,IN244017771,5.0,0.0,0.0,5.0,19.94,0.0,1,0,0,0,70.0,71.92,286.83,14.34,19.94,1,1,286.83,71.92,0.59,2024-06-24,
2892,200027,אריאל חלפים,MC 9309,"צ. טורבו VW,סיאט,סקודה-",צינור טורבו,"ניפון פרטס פאי 2023 בע""מ",304.3,50.0,0.0,רם,3.0,IN244009919,121.73,0.0,0.0,121.73,152.01,152.14,1,1,0,1,363.0,16.91,21.12,25.71,152.01,1,1,21.12,16.91,4.56,2024-03-31,31/03/2024
2893,200027,אריאל חלפים,MC97625,צינור אוויר רנו לגונה 3 + לטיטוד,זמני בעבודת הקמה,"ניפון פרטס פאי 2023 בע""מ",167.9,50.0,0.0,עזרא תמיר,3.0,IN244025145,35.39,0.0,0.0,35.39,83.89,83.76,1,1,0,1,104.0,54.81,129.93,45.98,83.89,1,1,129.93,54.81,2.51,2024-10-14,13/10/2024
2894,200029,אדרי מימון חלפים2010 בעמ,35480715BREMBO,ד.ב קד ויטו 15+/ויאנו15+,דיסקיות,BREMBO,289.0,50.0,0.0,ישראל בליטי,3.0,IK24001203,-86.0,0.0,0.0,-86.0,-144.47,0.0,-1,0,0,0,-527.0,37.47,62.94,-54.13,-144.47,-1,-1,62.94,37.47,-4.33,2024-06-24,
2895,200029,אדרי מימון חלפים2010 בעמ,35480715BREMBO,ד.ב קד ויטו 15+/ויאנו15+,דיסקיות,BREMBO,289.0,50.0,0.0,ישראל בליטי,3.0,IN244012165,86.0,0.0,0.0,86.0,144.7,144.69,1,1,0,1,256.0,37.56,63.2,54.35,144.7,1,1,63.2,37.56,4.34,2024-04-21,21/04/2024
2896,200029,אדרי מימון חלפים2010 בעמ,35480718BREMBO,ד.ב אח ויטו 15+/ויאנו 15+,דיסקיות,BREMBO,148.0,50.0,0.0,ישראל בליטי,3.0,IN244012165,44.0,0.0,0.0,44.0,74.1,74.1,1,1,0,1,256.0,37.62,63.35,27.87,74.1,1,1,63.35,37.62,2.22,2024-04-21,21/04/2024
2897,200029,אדרי מימון חלפים2010 בעמ,35781006BREMBO,ד.ב קד טוארג/Q7/קאיין גלגל 18,דיסקיות,BREMBO,323.0,52.5,0.0,ישראל בליטי,3.0,IN244000405,96.0,0.0,0.0,96.0,153.52,153.51,1,1,0,1,590.0,34.46,55.11,52.91,153.52,1,1,55.11,34.46,4.6,2024-03-01,03/01/2024
2898,200029,אדרי מימון חלפים2010 בעמ,36760403LPR,נ.ב 206 ללא ABS,נעלי בלם,LPR,41.67,0.0,0.0,ישראל בליטי,3.0,IN244003539,27.78,0.0,0.0,27.78,41.88,41.88,1,1,0,1,49.0,30.66,46.23,12.84,41.88,1,1,46.23,30.66,1.25,2024-01-29,29/01/2024
2899,200029,אדרי מימון חלפים2010 בעמ,41310599LONGKOU,צ.ב קד אקורד 2.0 03-08 5 חורים קוטר 282,צלחות,LONGKOU,115.0,55.0,0.0,ישראל בליטי,3.0,IN244012905,65.77,0.0,0.0,65.77,103.45,103.51,2,2,0,2,867.0,33.42,52.57,34.57,103.45,2,2,52.57,33.42,3.1,2024-01-05,01/05/2024
2900,200029,אדרי מימון חלפים2010 בעמ,41371528LONGKOU,צ.ב קד קורולה 19+ קוטר 282,צלחות,LONGKOU,127.0,55.0,0.0,ישראל בליטי,3.0,IN244012905,78.59,0.0,0.0,78.59,114.24,114.31,2,2,0,2,867.0,28.2,41.0,32.22,114.24,2,2,41.0,28.2,3.42,2024-01-05,01/05/2024
2901,200029,אדרי מימון חלפים2010 בעמ,41371641LONGKOU,צ.ב אח קורולה 13+/אוריס 08+ קוטר 270,צלחות,LONGKOU,91.0,55.0,0.0,ישראל בליטי,3.0,IN244012905,43.34,0.0,0.0,43.34,81.86,81.91,2,2,0,2,867.0,44.05,83.21,36.06,81.86,2,2,83.21,44.05,2.45,2024-01-05,01/05/2024
2902,200029,אדרי מימון חלפים2010 בעמ,41371818LONGKOU,צ.ב קד ראב 4 מ14 סיינה מ11 מ לקסוס RX350 מ09 גובה 50,צלחות,LONGKOU,59.0,0.0,0.0,ישראל בליטי,3.0,IN244020233,165.52,0.0,0.0,165.52,236.05,236.04,4,4,0,4,1643.0,26.87,38.33,63.44,236.05,4,4,38.33,26.87,7.08,2024-07-22,22/07/2024
2903,200029,אדרי מימון חלפים2010 בעמ,41390585LONGKOU,צ.ב קד I25/+14 I20/ריו 12+ קוטר 256,צלחות,LONGKOU,93.0,55.0,0.0,ישראל בליטי,3.0,IN244012905,49.78,0.0,0.0,49.78,83.66,83.71,2,2,0,2,867.0,37.49,63.01,31.37,83.66,2,2,63.01,37.49,2.5,2024-01-05,01/05/2024
2904,200029,אדרי מימון חלפים2010 בעמ,41451245LONGKOU,צ.ב קד מזדה 3 2.0 13+,צלחות,LONGKOU,49.0,0.0,0.0,ישראל בליטי,3.0,IN244020233,126.32,0.0,0.0,126.32,196.04,196.03,4,4,0,4,1643.0,32.56,50.53,63.83,196.04,4,4,50.53,32.56,5.88,2024-07-22,22/07/2024
2905,200029,אדרי מימון חלפים2010 בעמ,41451555LONGKOU,צ.ב קד מזדה 6 08-12 קוטר 298,צלחות,LONGKOU,69.0,0.0,0.0,ישראל בליטי,3.0,IN244012905,90.8,0.0,0.0,90.8,137.93,138.01,2,2,0,2,867.0,31.16,47.34,42.99,137.93,2,2,47.34,31.16,4.13,2024-01-05,01/05/2024
2906,200029,אדרי מימון חלפים2010 בעמ,41490300LPR,צ.ב קד אאוטלנדר קוטר 293,צלחות,LPR,210.0,53.33,0.0,ישראל בליטי,3.0,IN244003949,239.4,0.0,0.0,239.4,392.3,392.31,4,4,0,4,459.0,35.97,58.95,141.13,392.3,4,4,58.95,35.97,11.76,2024-01-02,31/01/2024
2907,200029,אדרי מימון חלפים2010 בעמ,41490653LONGKOU,צ.ב קד אאוטלנדר קוטר 293,צלחות,LONGKOU,59.0,0.0,0.0,ישראל בליטי,3.0,IN244020233,174.16,0.0,0.0,174.16,236.04,236.04,4,4,0,4,1643.0,23.21,31.46,54.79,236.04,4,4,31.46,23.21,7.08,2024-07-22,22/07/2024
2908,200029,אדרי מימון חלפים2010 בעמ,41611414LONGKOU,צ.ב קד ארונה 17+/איביזה 17+/פולו 18+ קוטר 256,צלחות,LONGKOU,39.0,0.0,0.0,ישראל בליטי,3.0,IN244020233,94.56,0.0,0.0,94.56,156.03,156.03,4,4,0,4,1643.0,36.39,60.05,56.78,156.03,4,4,60.05,36.39,4.68,2024-07-22,22/07/2024
2909,200029,אדרי מימון חלפים2010 בעמ,41641212LONGKOU,צ.ב קד ברלינגו C4/+17 5008/+17 3008/+19 פיקסו 14+ קוטר 304,צלחות,LONGKOU,75.0,0.0,0.0,ישראל בליטי,3.0,IN244020233,173.08,0.0,0.0,173.08,300.06,300.05,4,4,0,4,1643.0,39.31,68.16,117.97,300.06,4,4,68.16,39.31,9.0,2024-07-22,22/07/2024
2910,200029,אדרי מימון חלפים2010 בעמ,41781006BREMBO,צ.ב קד ימין טוארג 5.0 דיזל / אאודי Q7 קוטר 350,צלחות,BREMBO,369.0,52.5,0.0,ישראל בליטי,3.0,IN244000405,368.0,0.0,0.0,368.0,350.75,350.75,2,2,0,2,590.0,-7.91,-7.54,-27.77,350.75,2,2,-7.54,-7.91,10.52,2024-03-01,03/01/2024
2911,200029,אדרי מימון חלפים2010 בעמ,46371500GSP,ציריה שמאל קורולה 19+ נפח 1.6,ציריות,GSP,550.0,55.0,0.0,ישראל בליטי,3.0,IN244011113,134.85,0.0,0.0,134.85,247.49,247.49,1,1,0,1,1948.0,42.51,78.02,105.21,247.49,1,1,78.02,42.51,7.42,2024-09-04,09/04/2024
2912,200029,אדרי מימון חלפים2010 בעמ,46371502GSP,ציריה ימין קורולה 19+ נפל 1.6,ציריות,GSP,590.0,55.0,0.0,ישראל בליטי,3.0,IN244011113,161.22,0.0,0.0,161.22,265.49,265.49,1,1,0,1,1948.0,36.27,59.73,96.3,265.49,1,1,59.73,36.27,7.96,2024-09-04,09/04/2024
2913,200029,אדרי מימון חלפים2010 בעמ,46371507GSP,ציריה שמאל קורולה 08-12 אוטומט,ציריות,GSP,209.0,0.0,0.0,ישראל בליטי,3.0,IN244007318,121.2,0.0,0.0,121.2,209.4,209.4,1,1,0,1,245.0,39.12,67.58,81.91,209.4,1,1,67.58,39.12,6.28,2024-05-03,05/03/2024
2914,200029,אדרי מימון חלפים2010 בעמ,46371543GSP,ציריה ימין קורולה 19+ נפח 1.8,ציריות,GSP,650.0,55.0,0.0,ישראל בליטי,3.0,IN244011113,174.96,0.0,0.0,174.96,292.49,292.49,1,1,0,1,1948.0,37.18,62.16,108.75,292.49,1,1,62.16,37.18,8.77,2024-09-04,09/04/2024
2915,200029,אדרי מימון חלפים2010 בעמ,46371544GSP,ציריה שמאל קורולה 19+ נפח 1.8,ציריות,GSP,550.0,55.0,0.0,ישראל בליטי,3.0,IN244011113,132.87,0.0,0.0,132.87,247.49,247.49,1,1,0,1,1948.0,43.31,80.67,107.19,247.49,1,1,80.67,43.31,7.42,2024-09-04,09/04/2024
2916,200029,אדרי מימון חלפים2010 בעמ,46450391GSP,ציריה ימין 98-02 B2500,ציריות,GSP,467.0,55.0,0.0,ישראל בליטי,3.0,IN244014431,144.53,0.0,0.0,144.53,210.02,210.01,1,1,0,1,583.0,28.18,40.95,59.18,210.02,1,1,40.95,28.18,6.3,2024-05-16,15/05/2024
2917,200029,אדרי מימון חלפים2010 בעמ,46450392GSP,ציריה שמאל 98-02 B2500,ציריות,GSP,483.0,55.0,0.0,ישראל בליטי,3.0,IN244014431,149.53,0.0,0.0,149.53,217.21,217.21,1,1,0,1,583.0,28.15,40.9,61.16,217.21,1,1,40.9,28.15,6.51,2024-05-16,15/05/2024
2918,200029,אדרי מימון חלפים2010 בעמ,46451233GSP,ציריה ימין מזדה 3 16+ 1.5 ציר 27,ציריות,GSP,680.0,55.0,0.0,ישראל בליטי,3.0,IK24001203,-197.78,0.0,0.0,-197.78,-305.95,0.0,-1,0,0,0,-527.0,32.35,50.05,-98.99,-305.95,-1,-1,50.05,32.35,-9.17,2024-06-24,
2919,200029,אדרי מימון חלפים2010 בעמ,46451233GSP,ציריה ימין מזדה 3 16+ 1.5 ציר 27,ציריות,GSP,680.0,55.0,0.0,ישראל בליטי,3.0,IN244011113,395.56,0.0,0.0,395.56,612.0,611.98,2,2,0,2,1948.0,32.36,50.07,198.08,612.0,2,2,50.07,32.36,18.36,2024-09-04,09/04/2024
2920,200029,אדרי מימון חלפים2010 בעמ,46451416GSP,ציריה ימין מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,396.0,50.0,0.0,ישראל בליטי,3.0,IN244000249,112.11,0.0,0.0,112.11,198.29,198.29,1,1,0,1,232.0,40.46,71.56,80.23,198.29,1,1,71.56,40.46,5.94,2024-02-01,02/01/2024
2921,200029,אדרי מימון חלפים2010 בעמ,46580898GSP,ציריה שמאל רומסטר בנזין אוטומט/פביה בנזין 07+ אוטומט,ציריות,GSP,443.0,50.0,0.0,ישראל בליטי,3.0,IN244017627,128.61,0.0,0.0,128.61,221.36,221.37,1,1,0,1,259.0,38.9,66.95,86.1,221.36,1,1,66.95,38.9,6.64,2024-06-23,22/06/2024
2922,200029,אדרי מימון חלפים2010 בעמ,46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,ציריות,GSP,593.0,54.0,0.0,ישראל בליטי,3.0,IN244006603,183.72,0.0,0.0,183.72,272.73,272.66,1,1,0,1,625.0,29.63,43.99,80.82,272.73,1,1,43.99,29.63,8.18,2024-02-28,28/02/2024
2923,200029,אדרי מימון חלפים2010 בעמ,46641315GSP,ציריה שמאל ג'מפי 2.0 17+ דיזל אוטומט,ציריות,GSP,530.0,50.0,0.0,ישראל בליטי,3.0,IK24000227,-163.92,0.0,0.0,-163.92,-264.91,0.0,-1,0,0,0,-731.0,35.12,56.76,-93.04,-264.91,-1,-1,56.76,35.12,-7.94,2024-01-29,
2924,200029,אדרי מימון חלפים2010 בעמ,46641315GSP,ציריה שמאל ג'מפי 2.0 17+ דיזל אוטומט,ציריות,GSP,530.0,50.0,0.0,ישראל בליטי,3.0,IN244001852,163.92,0.0,0.0,163.92,264.96,264.96,1,1,0,1,310.0,35.13,56.79,93.09,264.96,1,1,56.79,35.13,7.94,2024-01-15,15/01/2024
2925,200029,אדרי מימון חלפים2010 בעמ,46781426GSP,ציריה ימין פולו 1.6 09+/רפיד 1.3 13+ דיזל,ציריות,GSP,485.0,50.0,0.0,ישראל בליטי,3.0,IN244016313,140.53,0.0,0.0,140.53,242.65,242.65,1,1,0,1,528.0,39.08,67.48,94.84,242.65,1,1,67.48,39.08,7.27,2024-03-06,03/06/2024
2926,200029,אדרי מימון חלפים2010 בעמ,46781426GSP,ציריה ימין פולו 1.6 09+/רפיד 1.3 13+ דיזל,ציריות,GSP,485.0,50.0,0.0,ישראל בנינפלד,3.0,IK24001598,-140.53,0.0,0.0,-140.53,-242.43,0.0,-1,0,0,0,-607.0,39.03,67.33,-94.62,-242.43,-1,-1,67.33,39.03,-7.27,2024-01-09,
2927,200029,אדרי מימון חלפים2010 בעמ,46781427GSP,ציריה שמאל פולו 1.6 09+/רפיד 1.3 13+ דיזל,ציריות,GSP,417.0,50.0,0.0,ישראל בליטי,3.0,IN244016313,120.94,0.0,0.0,120.94,208.63,208.62,1,1,0,1,528.0,39.03,67.33,81.43,208.63,1,1,67.33,39.03,6.25,2024-03-06,03/06/2024
