,תאריך ההזמנה,מתאריך,עד תאריך,תאריך אספקה,ת. סיום מתוכנן,ת. מבוקש,מספר לקוח,שם לקוח,מספר הזמנה,סטטוס הזמנה,סגורה חלקית,ספק מועדף,שם ספק מועדף,מק'ט,תאור מוצר,מק'ט לקוח,תיאור מק'ט לקוח,עלות (שורת הזמנה),לביצוע ע'י,מס' סוכן,שם סוכן,עמלת סוכן (%),הז. פנקס,כמות,רווח (שח),סכום (שח),עמלת סוכן ראשון,כמות ביח' מפעל,שווי יתרה,שווי יתרה (שח),יתרה לאספקה
3013,04/01/2024,,,04/01/2024,,04/01/2024,200655,"קוסקוסי שפרעם ובניו בע""מ",SO24001012,שולמה,Y,255047.0,GSP,46580898GSP,ציריה שמאל רומסטר בנזין אוטומט/פביה בנזין 07+ אוטומט,,,136.67,tabula,22,ישראל בליטי,3.0,132807.0,1,77.7,221.08,6.63,1,0.0,0.0,0
3014,04/01/2024,,,04/01/2024,,04/01/2024,200655,"קוסקוסי שפרעם ובניו בע""מ",SO24001012,שולמה,Y,255047.0,GSP,46900953GSP,ציריה ימין ספורטאג' עד 10,,,132.5,tabula,22,ישראל בליטי,3.0,132807.0,1,75.08,214.08,6.42,1,0.0,0.0,0
3015,04/01/2024,,,04/01/2024,,04/01/2024,200655,"קוסקוסי שפרעם ובניו בע""מ",SO24001012,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132807.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
3016,04/01/2024,,,04/01/2024,,04/01/2024,200655,"קוסקוסי שפרעם ובניו בע""מ",SO24001045,שולמה,Y,255047.0,GSP,46621347GSP,ציריה פורסטר XV/+08 עד 13,,,123.4,tabula,22,ישראל בליטי,3.0,132817.0,4,203.05,718.08,21.54,4,0.0,0.0,0
3017,04/01/2024,,,04/01/2024,,04/01/2024,200655,"קוסקוסי שפרעם ובניו בע""מ",SO24001045,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132817.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3018,04/01/2024,,,04/01/2024,,04/01/2024,200667,"יוניפרטס חלקים בע""מ",SO24000893,שולמה,Y,255047.0,GSP,50551927GSP,תושבת מנוע שמאל קשקאי מושלמת,,,187.68,shaia,22,ישראל בליטי,3.0,,1,82.95,278.63,8.36,1,0.0,0.0,0
3019,04/01/2024,,,04/01/2024,,04/01/2024,200669,"חלפי כנות בע""מ",SO24000887,שולמה,Y,255047.0,GSP,46451213GSP,"ציריה ימין מזדה 3 1.6 09-12 אורך 62 ס""מ אום",,,136.37,tabula,1,יהודה קורן,3.0,132783.0,1,67.33,210.26,6.31,1,0.0,0.0,0
3020,04/01/2024,,,04/01/2024,,04/01/2024,200672,"שוסטר חלפים בע""מ",SO24000841,שולמה,Y,255047.0,GSP,46451527GSP,ציריה ימין מזדה CX5/+13 2.0 6 נפח 2.0 12+,,,211.22,tabula,1,יהודה קורן,3.0,132776.0,1,99.17,319.89,9.6,1,0.0,0.0,0
3021,04/01/2024,,,04/01/2024,,04/01/2024,200672,"שוסטר חלפים בע""מ",SO24000841,שולמה,Y,255047.0,GSP,46451533GSP,ציריה שמאל מזדה CX5/+13 2.5+2.0 6 נפח 2.5+2.0,,,156.5,tabula,1,יהודה קורן,3.0,132776.0,1,76.3,239.93,7.2,1,0.0,0.0,0
3022,04/01/2024,,,04/01/2024,,04/01/2024,200672,"שוסטר חלפים בע""מ",SO24000979,שולמה,Y,255047.0,GSP,46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,,,183.72,tabula,1,יהודה קורן,3.0,132799.0,1,75.12,266.71,8.0,1,0.0,0.0,0
3023,04/01/2024,,,04/01/2024,,04/01/2024,200672,"שוסטר חלפים בע""מ",SO24000979,שולמה,Y,255068.0,YAS,68390727YAS,הגה מכני I35 עד 12,,,216.3,tabula,1,יהודה קורן,3.0,132799.0,1,115.44,341.83,10.25,1,0.0,0.0,0
3024,04/01/2024,,,04/01/2024,,04/01/2024,200676,"יגאל חלפים בע""מ",SO24000928,שולמה,Y,255047.0,GSP,46491607GSP,ציריה שמאל פג'רו קינג 01-06,,,168.62,tabula,1,יהודה קורן,3.0,132789.0,1,73.87,249.7,7.49,1,0.0,0.0,0
3025,04/01/2024,,,04/01/2024,,04/01/2024,200676,"יגאל חלפים בע""מ",SO24000928,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132789.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3026,04/01/2024,,,04/01/2024,,04/01/2024,200676,"יגאל חלפים בע""מ",SO24000929,טיוטא,,255047.0,GSP,46491607GSP,ציריה שמאל פג'רו קינג 01-06,,,168.62,tabula,1,יהודה קורן,3.0,132789.0,1,73.87,249.7,7.49,1,249.71,249.7,1
3027,04/01/2024,,,04/01/2024,,04/01/2024,200676,"יגאל חלפים בע""מ",SO24000929,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132789.0,1,-0.15,4.99,0.15,1,4.99,4.99,1
3028,04/01/2024,,,04/01/2024,,04/01/2024,200690,אלבאבא חלקי חילוף,SO24000932,שולמה,Y,255047.0,GSP,51641201GSP,כרית בולם ברלינגו עד 07/קסרה/ZX,,,31.9,API,22,ישראל בליטי,3.0,,1,14.66,47.86,1.44,1,0.0,0.0,0
3029,04/01/2024,,,04/01/2024,,04/01/2024,200690,אלבאבא חלקי חילוף,SO24000936,בוצעה,Y,255047.0,GSP,51641201GSP,כרית בולם ברלינגו עד 07/קסרה/ZX,,,31.9,API,22,ישראל בליטי,3.0,,1,14.66,47.86,1.44,1,47.86,47.86,1
3030,04/01/2024,,,04/01/2024,,04/01/2024,200690,אלבאבא חלקי חילוף,SO24001044,שולמה,Y,255068.0,YAS,68941409YAS,הגה מכני מגאן 04-08/קנגו 09-14,,,148.5,API,22,ישראל בליטי,3.0,,1,118.25,275.21,8.26,1,0.0,0.0,0
3031,04/01/2024,,,04/01/2024,,04/01/2024,200700,ר.ק.חלפי באר שבע,SO24000982,שולמה,Y,255042.0,LONGKOU,41310929LONGKOU,צ.ב קד סיוויק עד 06/אינסייט 09+/ג'אז 11+ קוטר 262,,,30.35,tabula,1,יהודה קורן,3.0,132801.0,2,37.27,100.99,3.03,2,0.0,0.0,0
3032,04/01/2024,,,04/01/2024,,04/01/2024,200700,ר.ק.חלפי באר שבע,SO24000982,שולמה,Y,255042.0,LONGKOU,41391735LONGKOU,צ.ב קד I30 עד 11/טוסון עד 08/סונטה 05+/ ספורטאג' קוטר 280,,,42.2,tabula,1,יהודה קורן,3.0,132801.0,2,47.52,135.99,4.08,2,0.0,0.0,0
3033,04/01/2024,,,04/01/2024,,04/01/2024,200700,ר.ק.חלפי באר שבע,SO24000982,שולמה,Y,255042.0,LONGKOU,41780309LONGKOU,צ.ב אח T5 קוטר 294,,,40.67,tabula,1,יהודה קורן,3.0,132801.0,2,41.85,126.99,3.81,2,0.0,0.0,0
3034,04/01/2024,,,04/01/2024,,04/01/2024,200700,ר.ק.חלפי באר שבע,SO24000982,שולמה,Y,255047.0,GSP,50310693GSP,תושבת מנוע ימין ג'אז עד 08 גיר אוטומט,,,38.54,tabula,1,יהודה קורן,3.0,132801.0,1,23.06,63.49,1.9,1,0.0,0.0,0
3035,04/01/2024,,,04/01/2024,,04/01/2024,200700,ר.ק.חלפי באר שבע,SO24000982,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132801.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3036,04/01/2024,,,04/01/2024,,04/01/2024,200701,שרון פארטס,SO24000921,שולמה,Y,255083.0,TEKNOROT,71371662ER,משולש תח ימין קמרי 01-06,,,70.41,tabula,1,יהודה קורן,3.0,132787.0,1,30.03,103.42,3.1,1,0.0,0.0,0
3037,04/01/2024,,,04/01/2024,,04/01/2024,200701,שרון פארטס,SO24000921,שולמה,Y,255083.0,TEKNOROT,71371663ER,משולש תח שמאל קמרי 01-06,,,85.4,tabula,1,יהודה קורן,3.0,132787.0,1,15.04,103.42,3.1,1,0.0,0.0,0
3038,04/01/2024,,,04/01/2024,,04/01/2024,200703,"ח""ח וואיל אקטם בע""מ",SO24000846,טיוטא,,255047.0,GSP,46450115GSP,ציריה ימין מזדה 2.5 15-17 CX5,,,262.0,ilanc,3,ישראל בנינפלד,3.0,,1,148.8,423.21,12.7,1,423.21,423.21,1
3039,04/01/2024,,,04/01/2024,,04/01/2024,200703,"ח""ח וואיל אקטם בע""מ",SO24000846,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,5.0,4.99,1
3040,04/01/2024,,,04/01/2024,,04/01/2024,200703,"ח""ח וואיל אקטם בע""מ",SO24000989,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
3041,04/01/2024,,,04/01/2024,,04/01/2024,200712,רקורד פרטס,SO24000875,שולמה,Y,255047.0,GSP,46781213GSP,ציריה ימין טיגואן 14 Q3/+07+,,,181.17,tabula,1,יהודה קורן,3.0,132778.0,1,102.56,292.44,8.77,1,0.0,0.0,0
3042,04/01/2024,,,04/01/2024,,04/01/2024,200712,רקורד פרטס,SO24000875,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132778.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3043,04/01/2024,,,04/01/2024,,04/01/2024,200712,רקורד פרטס,SO24000980,שולמה,Y,255047.0,GSP,71490701GSP,משולש תח ימין גרנדיס,,,82.8,tabula,1,יהודה קורן,3.0,132797.0,1,30.69,116.93,3.51,1,0.0,0.0,0
3044,04/01/2024,,,04/01/2024,,04/01/2024,200712,רקורד פרטס,SO24000980,שולמה,Y,255063.0,DOLZ,63780737DOLZ,מ.מים גולף 13 1.4 A1/+12 1.2 1.4 A3/+13 TSI 1.2+,,,220.0,tabula,1,יהודה קורן,3.0,132797.0,1,85.55,314.81,9.44,1,0.0,0.0,0
3045,04/01/2024,,,04/01/2024,,04/01/2024,200712,רקורד פרטס,SO24000980,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132797.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3046,04/01/2024,,,04/01/2024,,04/01/2024,200782,ש.י.ארגמן חלפים ואביזרים,SO24000853,טיוטא,,255068.0,YAS,61391403YAS,הגה כח גטס 02-05,,,401.5,idang,17,משה ונטורה,3.0,,1,350.74,775.21,23.26,1,775.21,775.21,1
3047,04/01/2024,,,04/01/2024,,04/01/2024,200782,ש.י.ארגמן חלפים ואביזרים,SO24000900,שולמה,Y,255083.0,TEKNOROT,71371662ER,משולש תח ימין קמרי 01-06,,,70.41,idang,17,משה ונטורה,3.0,,1,30.03,103.42,3.1,1,0.0,0.0,0
3048,04/01/2024,,,04/01/2024,,04/01/2024,200782,ש.י.ארגמן חלפים ואביזרים,SO24000900,שולמה,Y,255083.0,TEKNOROT,71371663ER,משולש תח שמאל קמרי 01-06,,,85.4,idang,17,משה ונטורה,3.0,,1,15.04,103.42,3.1,1,0.0,0.0,0
3049,04/01/2024,,,04/01/2024,,04/01/2024,200782,ש.י.ארגמן חלפים ואביזרים,SO24001027,שולמה,Y,255068.0,YAS,68390625YAS,הגה מכני I30 עד 11/סיד/פורטה,,,184.5,ilanc,17,משה ונטורה,3.0,,1,92.44,285.47,8.56,1,0.0,0.0,0
3050,04/01/2024,,,04/01/2024,,04/01/2024,200796,"א.פ.חלפי העיר בע""מ",SO24001042,שולמה,Y,255047.0,GSP,51941304GSP,כרית בולם מאסטר 11+,,,95.73,tabula,1,יהודה קורן,3.0,132815.0,1,49.78,150.31,4.51,1,0.0,0.0,0
3051,04/01/2024,,,04/01/2024,,04/01/2024,200796,"א.פ.חלפי העיר בע""מ",SO24001042,שולמה,Y,255047.0,GSP,59550703GSP,בולם אח טידה 07-12,,,49.75,tabula,1,יהודה קורן,3.0,132815.0,1,-3.19,48.09,1.44,1,0.0,0.0,0
3052,04/01/2024,,,04/01/2024,,04/01/2024,200796,"א.פ.חלפי העיר בע""מ",SO24001042,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132815.0,1,-0.15,5.01,0.15,1,0.0,0.0,0
3053,04/01/2024,,,04/01/2024,,04/01/2024,200832,אבו קרן חאדר,SO24000985,טיוטא,,255047.0,GSP,59030212GSP,בולם קד דימקס 4X4 12+,,,64.3,ilanc,5,עזרא תמיר,3.0,,1,14.27,81.3,2.44,1,81.3,81.3,1
3054,04/01/2024,,,04/01/2024,,04/01/2024,200832,אבו קרן חאדר,SO24000985,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,5,עזרא תמיר,3.0,,1,-0.15,5.01,0.15,1,5.02,5.01,1
3055,04/01/2024,,,04/01/2024,,04/01/2024,200860,חלפי המכבים,SO24000996,שולמה,Y,255068.0,YAS,68260509YAS,הגה מכני סיריון 07-11 עם חריץ,,,174.97,API,22,ישראל בליטי,3.0,,1,67.53,249.7,7.49,1,0.0,0.0,0
3056,04/01/2024,,,04/01/2024,,04/01/2024,200860,חלפי המכבים,SO24000996,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,22,ישראל בליטי,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
3057,04/01/2024,,,04/01/2024,,04/01/2024,200949,א. ניסים ובניו,SO24001047,שולמה,Y,255047.0,GSP,48961903GSP,נאבה קד מליבו 05-12,,,131.28,tabula,22,ישראל בליטי,3.0,132818.0,2,162.25,437.61,13.13,2,0.0,0.0,0
3058,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24000962,שולמה,Y,255047.0,GSP,46821222GSP,ציריה ימין פוקוס 1.6 06-10,,,175.5,tabula,1,יהודה קורן,3.0,132794.0,1,86.41,269.95,8.1,1,0.0,0.0,0
3059,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24000962,שולמה,Y,255068.0,YAS,68451135YAS,הגה מכני מזדה 2 07-14,,,216.3,tabula,1,יהודה קורן,3.0,132794.0,2,168.02,619.06,18.57,2,0.0,0.0,0
3060,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24000962,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132794.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3061,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24000981,שולמה,Y,255047.0,GSP,68550704GSP,הגה מכני טידה 08-12/נוט עד 14,,,217.07,tabula,1,יהודה קורן,3.0,132798.0,2,186.7,640.29,19.21,2,0.0,0.0,0
3062,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24000981,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132798.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
3063,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24001026,שולמה,Y,255065.0,LPR,36370911LPR,נ.ב יאריס 03+/אייגו 107/C1/+11,,,31.9,tabula,1,יהודה קורן,3.0,132811.0,1,22.42,55.98,1.68,1,0.0,0.0,0
3064,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24001026,שולמה,Y,255065.0,LPR,41370932LPR,צ.ב קד יאריס 99-06 קוטר 235,,,34.9,tabula,1,יהודה קורן,3.0,132811.0,2,36.9,109.96,3.3,2,0.0,0.0,0
3065,04/01/2024,,,04/01/2024,,04/01/2024,200953,אמי פרטס,SO24001026,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,1,יהודה קורן,3.0,132811.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
3066,04/01/2024,,,04/01/2024,,04/01/2024,200977,"טורבו חלפים בע""מ",SO24000850,שולמה,Y,255047.0,GSP,46821221GSP,ציריה שמאל פוקוס 1.6 06-10,,,128.05,idang,9,רם,3.0,,2,106.68,373.89,11.22,2,0.0,0.0,0
3067,04/01/2024,,,04/01/2024,,04/01/2024,200977,"טורבו חלפים בע""מ",SO24000850,שולמה,Y,255047.0,GSP,46821222GSP,ציריה ימין פוקוס 1.6 06-10,,,175.5,idang,9,רם,3.0,,2,143.7,509.86,15.3,2,0.0,0.0,0
3068,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001038,שולמה,Y,255047.0,GSP,50371650GSP,תושבת מנוע על ימין קמרי 07+ 2.4 משקפיים,,,34.0,idangilad,11,בן לוי,3.0,,1,11.83,47.01,1.41,1,0.0,0.0,0
3069,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001040,שולמה,Y,255047.0,GSP,50451273GSP,תושבת גיר שמאל מזדה 3 עד 08/פוקוס 05+ פלטה,,,38.8,idangilad,11,בן לוי,3.0,,2,28.91,110.0,3.3,2,55.0,55.0,1
3070,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001040,שולמה,Y,255047.0,GSP,50821267GSP,תושבת מנוע אח מזדה 3 עד 08/פוקוס 05+,,,17.91,idangilad,11,בן לוי,3.0,,2,16.56,54.09,1.62,2,0.0,0.0,0
3071,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001041,שולמה,Y,255047.0,GSP,51451159GSP,כרית בולם מזדה 2 עד 14,,,17.0,idang,11,בן לוי,3.0,,2,13.14,48.66,1.46,2,0.0,0.0,0
3072,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001041,שולמה,Y,255083.0,TEKNOROT,72491002ER,מייצב קד לנסר 08+/אאוטלנדר 07-12/אקליפס 18+,,,13.8,idang,11,בן לוי,3.0,,6,27.2,113.55,3.41,6,0.0,0.0,0
3073,04/01/2024,,,04/01/2024,,04/01/2024,200987,אוטו ציון,SO24001041,שולמה,Y,255083.0,TEKNOROT,73491002ER,ק.ה לנסר 08+/גרנדיס/אאוטלנדר ASX/+04,,,12.0,idang,11,בן לוי,3.0,,6,27.52,102.73,3.08,6,0.0,0.0,0
3074,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,255042.0,LONGKOU,41801523LONGKOU,צ.ב קד גרנד פונטו/קורסה 07+/איבו 10+ קוטר 257 כפול,,,29.2,API,9,רם,3.0,,2,40.54,102.02,3.06,2,0.0,0.0,0
3075,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,255042.0,LONGKOU,41821279LONGKOU,צ.ב קד פוקוס 04 S40/+06 1.8 + 1.6+ קוטר 278,,,39.6,API,9,רם,3.0,,2,17.8,100.02,3.0,2,0.0,0.0,0
3076,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,255071.0,TOTAL,71391445TOTAL,משולש תח שמאל גטס 02-11,,,57.46,API,9,רם,3.0,,1,13.86,73.54,2.21,1,0.0,0.0,0
3077,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,255083.0,TEKNOROT,71780636ER,משולש תח ימין ג'טה 11+/סופרב 09+/יטי 14+,,,79.0,API,9,רם,3.0,,1,39.83,122.52,3.68,1,0.0,0.0,0
3078,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,255083.0,TEKNOROT,71780637ER,משולש תח שמאל ג'טה 11+/סופרב 09+/יטי 14+,,,68.85,API,9,רם,3.0,,1,49.98,122.52,3.68,1,0.0,0.0,0
3079,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001009,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,9,רם,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
3080,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255042.0,LONGKOU,41681600LONGKOU,צ.ב קד קרוסאובר/ויטרה 11 SX4/1.6 +15+ קוטר 280,,,36.27,API,9,רם,3.0,,2,12.82,88.01,2.64,2,0.0,0.0,0
3081,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255042.0,LONGKOU,41681608LONGKOU,צ.ב אח קרוסאובר/ויטרה 1.6 15+ קוטר 259,,,24.9,API,9,רם,3.0,,2,-11.19,39.8,1.19,2,0.0,0.0,0
3082,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255047.0,GSP,59391393GSP,בולם קד ימין אקסנט 07+/קיה ריו 06-10,,,77.42,API,9,רם,3.0,,1,-0.79,79.01,2.37,1,0.0,0.0,0
3083,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255047.0,GSP,59391395GSP,בולם קד שמאל אקסנט 07+/קיה ריו 06-10,,,77.42,API,9,רם,3.0,,1,-0.79,79.01,2.37,1,0.0,0.0,0
3084,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255047.0,GSP,59490304GSP,בולם קד ימין אאוטלנדר 13+,,,92.87,API,9,רם,3.0,,1,3.16,99.01,2.97,1,0.0,0.0,0
3085,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255047.0,GSP,59490305GSP,בולם קד שמאל אאוטלנדר 13+,,,92.87,API,9,רם,3.0,,1,3.16,99.01,2.97,1,0.0,0.0,0
3086,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255047.0,GSP,68941804GSP,הגה מכני קליאו 06-12/מיקרה,,,155.3,API,9,רם,3.0,,1,77.5,240.03,7.2,1,0.0,0.0,0
3087,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255064.0,ATC,63800204ATC,מ.מים פיאט 500 08+/גרנד פונטו 1.4/פנדה 1.2 03+,,,52.3,API,9,רם,3.0,,1,-3.8,50.0,1.5,1,0.0,0.0,0
3088,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255065.0,LPR,41030204LPR,צ.ב קד דימקס 4X4 +12 קוטר 300,,,75.5,API,9,רם,3.0,,2,41.06,198.02,5.94,2,0.0,0.0,0
3089,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255065.0,LPR,41491006LPR,צ.ב קד לנסר 1.8 08+ 5 חורים קוטר 276,,,61.8,API,9,רם,3.0,,2,29.66,158.02,4.74,2,0.0,0.0,0
3090,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255068.0,YAS,61372113YAS,הגה כח לנדקרוזר 03-09,,,455.8,API,9,רם,3.0,,1,116.5,590.08,17.7,1,0.0,0.0,0
3091,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255068.0,YAS,68551945YAS,הגה מכני קשקאי 08-13,,,175.5,API,9,רם,3.0,,1,17.53,199.02,5.97,1,0.0,0.0,0
3092,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255068.0,YAS,68941411YAS,הגה מכני מגאן 09-15/פלואנס,,,231.8,API,9,רם,3.0,,1,38.83,279.04,8.37,1,0.0,0.0,0
3093,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,255561.0,AUTOROAD PAI,48963333FKG,נאבה אח קרוז 09-16/אסטרה 11-15/זפירה 12+ ג'נט 16,,,121.0,API,9,רם,3.0,,1,23.53,149.02,4.47,1,0.0,0.0,0
3094,04/01/2024,,,04/01/2024,,04/01/2024,201076,וליד בולוס אבו ג'אבר,SO24001030,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,9,רם,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
3095,04/01/2024,,,04/01/2024,,04/01/2024,201086,"הדרומי השקעות ויזמות בע""מ",SO24000950,שולמה,Y,255060.0,DEFU,60821279DEFU,משאבת הגה כח פוקוס 05-11,,,174.8,API,5,עזרא תמיר,3.0,,1,164.31,349.69,10.49,1,0.0,0.0,0
3096,04/01/2024,,,04/01/2024,,04/01/2024,201086,"הדרומי השקעות ויזמות בע""מ",SO24000950,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,5,עזרא תמיר,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
3097,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10371551KOR,קויל קורולה 08+/אאוריס/ורסו 09+/אבנסיס 09+,,,37.0,idang,0,כללי,0.0,,1,122.0,159.0,0.0,1,159.0,159.0,1
3098,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10371574KOR,קויל קורולה 01-07/אייגו 107/+10 C1/+12,,,46.0,idang,0,כללי,0.0,,1,103.0,149.0,0.0,1,149.0,149.0,1
3099,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10390639KOR,קויל 1.4 +17 I30/סיד/אקסיד,,,54.0,idang,0,כללי,0.0,,1,85.0,139.0,0.0,1,139.0,139.0,1
3100,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10391335KOR,קויל אקסנט 07+/ריו 05+,,,17.0,idang,0,כללי,0.0,,1,78.0,95.0,0.0,1,95.0,95.0,1
3101,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10392222KOR,קויל סנטפה 08-09/קרניבל 07-11,,,19.0,idang,0,כללי,0.0,,1,102.0,121.0,0.0,1,121.0,121.0,1
3102,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10451010KOR,קויל לנטיס 99+ 1.6,,,42.0,idang,0,כללי,0.0,,1,118.0,160.0,0.0,1,160.0,160.0,1
3103,04/01/2024,,,04/01/2024,,04/01/2024,201111,בדיקות,SO24000878,טיוטא,,255560.0,OSSCA,10580115KOR,קויל אוקטביה 05+/פביה/גולף 05+,,,35.0,idang,0,כללי,0.0,,1,89.0,124.0,0.0,1,124.0,124.0,1
